Student_ID,GPA,Credit_Hours_Completed,Courses_Passed,Courses_Failed,Interest_Area,Attendance_Rate,Study_Hours_Per_Week,Previous_Semester_GPA,Track
STU2321,3.42,64,CS102|CS210|CS302|CS310|CS340|CS350|CS401|CS410|ENG201|ENG301|ENG310|MATH201|MATH301|MATH302|MATH320,None,robotics,96.1,15.0,3.53,AI
STU2322,3.47,65,CS210|CS340|CS350|CS420|CS450|ENG201|ENG210|ENG301|ENG310|ENG320|MATH201|MATH310|MATH320,None,cloud,96.2,18.9,3.15,Cloud_Computing
STU2323,3.97,121,CS102|CS301|CS302|CS330|CS350|CS401|CS410|CS430|ENG210|ENG301|MATH101|MATH201|MATH202|MATH302,None,deep learning,80.2,29.6,4.0,AI
STU2324,3.59,99,CS210|CS340|CS350|CS420|CS450|ENG101|ENG201|ENG210|ENG310|MATH320,None,cloud,85.7,17.5,3.09,Cloud_Computing
STU2325,3.02,127,CS202|CS210|CS220|CS310|CS320|CS360|CS420|CS430|ENG101|ENG210|ENG310|MATH320,None,software design,90.7,21.9,3.23,Software_Engineering
STU2326,3.17,76,CS202|CS210|CS220|CS302|CS310|CS320|CS340|CS350|CS410|CS420|CS430|CS440|CS450|ENG320,None,software design,83.7,14.6,2.74,Software_Engineering
STU2327,3.77,124,CS201|CS202|CS301|CS330|CS401|CS440|ENG101|ENG210|ENG301|MATH102|MATH201|MATH202|MATH301|MATH302,None,statistics,80.4,25.6,3.71,Data_Science
STU2328,2.2,60,CS101|CS102|CS210|CS301|CS330|CS350|CS401|CS410|CS440|ENG101|ENG310|MATH101|MATH201|MATH301|MATH302,ENG201|MATH202,computer vision,83.2,14.2,2.21,AI
STU2329,3.46,84,CS102|CS210|CS340|CS350|CS420|CS430|CS450|ENG201|ENG210|ENG310|MATH102|MATH310,None,virtualization,71.1,22.7,3.46,Cloud_Computing
STU2330,3.53,114,CS102|CS202|CS210|CS350|CS420|CS450|ENG102|ENG210|ENG310|MATH202,None,Azure,97.4,23.6,3.67,Cloud_Computing
STU2331,3.4,60,CS201|CS301|CS302|CS330|CS360|CS401|CS410|CS440|MATH201|MATH302,CS202,computer vision,84.2,21.7,3.54,AI
STU2332,3.01,79,CS210|CS220|CS301|CS310|CS320|CS350|CS430|ENG201|ENG210,None,agile,73.4,21.9,2.84,Software_Engineering
STU2333,2.67,63,CS202|CS210|CS220|CS340|CS350|CS360|CS420|CS440|CS450|ENG210|ENG310|MATH102|MATH202|MATH301|MATH302,None,microservices,85.0,9.1,2.83,Cloud_Computing
STU2334,3.07,128,CS210|CS220|CS301|CS302|CS401|CS410|ENG201|ENG310|MATH102|MATH201|MATH202|MATH301|MATH302|MATH320,None,robotics,79.1,22.6,3.05,AI
STU2335,4.0,84,CS220|CS301|CS340|CS350|CS360|CS420|ENG310|ENG320|MATH202|MATH301,None,ethical hacking,81.7,15.0,4.0,Cybersecurity
STU2336,3.57,98,CS101|CS202|CS210|CS220|CS320|CS420|CS430|CS440|ENG210|MATH202,None,mobile apps,85.0,23.3,3.41,Software_Engineering
STU2337,3.27,89,CS102|CS202|CS210|CS301|CS330|CS340|CS350|CS401|CS450|ENG201|ENG220|ENG301|ENG310|ENG320|MATH102|MATH202,None,IoT,75.5,28.8,3.08,Networks
STU2338,3.3,70,CS301|CS302|CS330|CS360|CS401|CS430|CS440|CS450|ENG101|ENG220|ENG320|MATH101|MATH201|MATH202|MATH301|MATH320,None,ML,91.0,14.7,3.22,Data_Science
STU2339,2.95,121,CS102|CS202|CS210|CS301|CS302|CS401|CS410|CS420|CS430|CS440|ENG210|MATH101|MATH201|MATH301|MATH302,None,NLP,89.6,21.1,3.14,AI
STU2340,2.94,123,CS102|CS201|CS210|CS330|CS340|CS350|CS401|CS420|CS450|ENG310|MATH101|MATH201,None,cloud,100.0,16.9,2.71,Cloud_Computing
STU2341,3.55,87,CS202|CS210|CS220|CS310|CS320|CS350|CS420|CS430|ENG210|ENG301|MATH101|MATH102|MATH201|MATH301,None,mobile apps,88.5,14.0,3.52,Software_Engineering
STU2342,3.15,98,CS101|CS102|CS201|CS210|CS340|CS350|CS401|CS420|CS430|CS450|ENG210|ENG220|ENG310|MATH101|MATH320,None,virtualization,78.7,13.3,3.18,Cloud_Computing
STU2343,3.28,88,CS101|CS202|CS340|CS350|CS401|CS450|ENG101|ENG310|ENG320|MATH101|MATH102,None,wireless,73.2,18.5,3.05,Networks
STU2344,3.05,80,CS201|CS202|CS340|CS350|CS420|CS430|CS440|CS450|ENG310|ENG320|MATH202|MATH301,None,telecommunications,81.4,22.9,3.04,Networks
STU2345,3.15,62,CS210|CS220|CS320|CS340|CS350|CS420|CS450|ENG201|ENG210|ENG220|ENG301|MATH102|MATH310|MATH320,None,virtualization,93.1,23.4,3.18,Cloud_Computing
STU2346,2.19,135,CS201|CS210|CS220|CS310|CS320|CS350|CS360|CS420|CS430|CS440|CS450|ENG102|ENG210|MATH301|MATH302|MATH320,CS401,agile,92.5,12.1,2.43,Software_Engineering
STU2347,3.81,70,CS102|CS301|CS340|CS350|CS360|CS410|CS450|ENG101|ENG201|ENG301|ENG310|ENG320|MATH101|MATH102|MATH202|MATH310,None,ethical hacking,85.6,10.0,3.62,Cybersecurity
STU2348,3.07,100,CS202|CS330|CS340|CS350|CS450|ENG201|ENG310|ENG320|MATH202|MATH302,None,wireless,83.7,19.2,2.82,Networks
STU2349,3.72,94,CS210|CS340|CS350|CS360|CS430|CS450|ENG301|ENG310|MATH101|MATH202|MATH301|MATH310,None,ethical hacking,88.2,15.8,3.66,Cybersecurity
STU2350,3.86,84,CS220|CS340|CS350|CS360|CS450|ENG310|ENG320|MATH202|MATH301|MATH310,None,cryptography,80.5,18.5,3.95,Cybersecurity
STU2351,3.51,116,CS301|CS302|CS360|CS401|CS410|ENG101|MATH101|MATH301|MATH302|MATH310,None,machine learning,83.2,18.8,3.95,AI
STU2352,3.92,60,CS202|CS301|CS302|CS310|CS350|CS401|CS410|CS420|ENG101|ENG310|MATH201|MATH202|MATH301|MATH302|MATH320,None,NLP,97.4,8.5,4.0,AI
STU2353,3.72,135,CS201|CS202|CS330|CS340|CS350|CS420|CS450|ENG301|ENG310|ENG320|MATH101|MATH201|MATH202|MATH310|MATH320,None,telecommunications,84.3,15.1,3.88,Networks
STU2354,3.69,101,CS210|CS301|CS330|CS401|CS410|CS420|CS440|ENG101|ENG201|ENG310|MATH101|MATH201|MATH202|MATH301|MATH310|MATH320,None,data analysis,86.7,17.1,3.53,Data_Science
STU2355,3.14,93,CS202|CS320|CS340|CS350|CS420|CS440|CS450|ENG301|ENG310|ENG320|MATH202,None,wireless,64.4,20.5,3.38,Networks
STU2356,3.08,91,CS202|CS301|CS302|CS310|CS340|CS350|CS450|ENG310|ENG320|MATH102|MATH202|MATH320,None,wireless,88.3,22.4,3.19,Networks
STU2357,2.96,95,CS202|CS210|CS220|CS302|CS310|CS320|CS350|CS420|CS430|CS440|CS450|ENG210|ENG220|MATH102|MATH320,CS401|ENG320,web development,96.8,17.2,2.76,Software_Engineering
STU2358,2.92,133,CS102|CS202|CS301|CS302|CS350|CS401|CS410|CS420|CS450|MATH201|MATH301|MATH302,None,machine learning,87.0,20.5,2.73,AI
STU2359,2.99,80,CS101|CS201|CS202|CS210|CS302|CS340|CS350|CS360|CS450|ENG301|ENG320|MATH102|MATH201|MATH202|MATH302,ENG101|ENG220,wireless,100.0,11.4,3.18,Networks
STU2360,3.2,100,CS202|CS210|CS310|CS340|CS350|CS420|CS450|ENG101|ENG201|ENG210|ENG310|ENG320|MATH301|MATH310,None,AWS,83.1,18.8,2.94,Cloud_Computing
STU2361,3.85,135,CS101|CS202|CS210|CS301|CS340|CS350|CS420|CS450|ENG201|ENG210|ENG310,None,AWS,100.0,16.0,3.84,Cloud_Computing
STU2362,4.0,76,CS210|CS301|CS302|CS410|CS450|MATH201|MATH202|MATH301|MATH302|MATH310,None,robotics,97.7,20.5,4.0,AI
STU2363,3.24,130,CS210|CS220|CS310|CS320|CS350|CS420|CS430|ENG210|MATH101|MATH201,None,software design,80.5,11.5,3.13,Software_Engineering
STU2364,2.32,133,CS101|CS102|CS202|CS302|CS340|CS350|CS440|CS450|ENG201|ENG210|ENG220|ENG301|ENG310|ENG320|MATH202|MATH320,CS210|MATH310,IoT,93.0,12.3,2.08,Networks
STU2365,3.52,116,CS102|CS210|CS220|CS310|CS320|CS420|ENG210|MATH102|MATH310,None,DevOps,82.2,21.5,3.62,Software_Engineering
STU2366,3.2,99,CS210|CS220|CS301|CS320|CS340|CS360|CS420|CS430|ENG101|ENG210|MATH320,None,testing,91.1,21.0,3.53,Software_Engineering
STU2367,3.81,93,CS210|CS330|CS340|CS350|CS401|CS420|CS430|CS440|CS450|ENG102|ENG210|ENG220|ENG310|MATH302,None,cloud,86.0,15.2,4.0,Cloud_Computing
STU2368,3.06,96,CS101|CS210|CS340|CS350|CS360|CS420|CS450|ENG102|ENG220|ENG310|ENG320|MATH101|MATH201|MATH202|MATH310|MATH320,None,firewalls,85.4,14.2,3.21,Cybersecurity
STU2369,3.02,64,CS102|CS201|CS220|CS301|CS302|CS310|CS401|CS410|CS420|ENG102|ENG301|MATH202|MATH301|MATH302|MATH310,None,machine learning,88.8,18.8,3.31,AI
STU2370,3.2,80,CS102|CS301|CS310|CS330|CS350|CS401|CS440|ENG101|ENG210|ENG310|MATH201|MATH301|MATH302,None,visualization,80.8,20.3,2.99,Data_Science
STU2371,3.28,114,CS102|CS210|CS220|CS301|CS310|CS320|CS401|CS420|CS430|ENG210|ENG320|MATH201,None,mobile apps,80.5,13.9,3.39,Software_Engineering
STU2372,3.52,81,CS210|CS220|CS310|CS320|CS330|CS420|CS430|ENG101|ENG210|ENG320|MATH301|MATH310,None,testing,80.6,22.4,3.52,Software_Engineering
STU2373,3.15,100,CS210|CS301|CS302|CS401|CS450|ENG301|ENG310|MATH201|MATH301|MATH302,CS430,machine learning,90.5,28.9,3.03,AI
STU2374,3.12,136,CS202|CS210|CS301|CS302|CS330|CS401|CS410|ENG210|ENG220|ENG320|MATH301|MATH302|MATH310,None,deep learning,71.3,21.5,3.29,AI
STU2375,3.03,129,CS210|CS220|CS340|CS350|CS360|ENG310|ENG320|MATH101|MATH202,None,firewalls,78.6,21.7,2.73,Cybersecurity
STU2376,2.94,111,CS201|CS210|CS220|CS320|CS330|CS350|CS401|CS420|CS430|ENG210,CS302,agile,89.5,10.7,3.05,Software_Engineering
STU2377,4.0,72,CS202|CS320|CS340|CS430|CS450|ENG201|ENG301|ENG310|ENG320|MATH202,None,networking,85.9,5.0,4.0,Networks
STU2378,3.2,93,CS101|CS220|CS301|CS302|CS330|CS440|ENG301|ENG310|MATH102|MATH201|MATH301|MATH320,None,business intelligence,93.0,20.3,3.42,Data_Science
STU2379,3.65,118,CS202|CS340|CS350|CS360|CS410|CS450|ENG201|ENG210|ENG310|MATH201|MATH202|MATH301,CS420,cryptography,88.0,14.7,3.71,Cybersecurity
STU2380,3.68,67,CS301|CS330|CS340|CS401|CS420|CS440|ENG301|MATH201|MATH301|MATH310|MATH320,None,business intelligence,92.0,33.6,3.82,Data_Science
STU2381,3.6,139,CS210|CS340|CS350|CS410|CS420|CS430|CS450|ENG102|ENG201|ENG210|ENG301|ENG310|MATH101|MATH302,None,containers,92.6,8.3,3.38,Cloud_Computing
STU2382,3.33,138,CS101|CS201|CS210|CS220|CS310|CS320|CS430|ENG101|ENG210|ENG220|ENG301|ENG320|MATH320,None,web development,87.7,19.5,3.15,Software_Engineering
STU2383,2.41,108,CS201|CS302|CS320|CS340|CS350|CS360|CS440|CS450|ENG102|ENG220|ENG310|ENG320|MATH201|MATH202|MATH302,CS210|ENG301,ethical hacking,93.9,11.1,2.46,Cybersecurity
STU2384,2.9,80,CS101|CS202|CS210|CS302|CS330|CS340|CS350|CS420|CS450|ENG210|ENG220|ENG310|ENG320|MATH202|MATH310,CS201,networking,77.0,12.9,2.79,Networks
STU2385,3.44,101,CS210|CS340|CS420|CS450|ENG101|ENG102|ENG210|ENG310|ENG320|MATH302,None,cloud,91.3,12.1,3.1,Cloud_Computing
STU2386,3.84,92,CS301|CS302|CS340|CS350|CS360|CS410|CS440|CS450|ENG301|ENG320|MATH101|MATH102|MATH202,None,penetration testing,88.6,23.4,4.0,Cybersecurity
STU2387,2.45,98,CS102|CS201|CS220|CS301|CS310|CS330|CS440|ENG220|MATH201|MATH301|MATH302|MATH320,CS340|ENG320|MATH101,business intelligence,84.0,18.2,2.81,Data_Science
STU2388,3.1,67,CS202|CS210|CS220|CS301|CS302|CS320|CS340|CS401|CS420|CS430|CS440|ENG102|ENG210|ENG310,None,agile,89.3,18.9,3.41,Software_Engineering
STU2389,3.46,71,CS202|CS220|CS301|CS340|CS350|CS420|CS450|ENG201|ENG220|ENG310|ENG320|MATH202,None,routing,86.0,16.0,3.55,Networks
STU2390,3.29,102,CS220|CS301|CS310|CS320|CS360|CS420|CS430|ENG210|ENG320|MATH310,None,testing,72.1,11.1,3.4,Software_Engineering
STU2391,3.12,78,CS301|CS302|CS401|CS410|CS430|CS450|ENG101|ENG201|ENG220|MATH202|MATH301|MATH302,CS220,deep learning,79.5,14.1,3.04,AI
STU2392,2.72,134,CS101|CS210|CS310|CS320|CS420|CS430|ENG210|MATH101|MATH301,None,DevOps,87.9,13.9,3.31,Software_Engineering
STU2393,3.21,106,CS210|CS220|CS310|CS320|CS430|ENG102|ENG210|ENG220|MATH201,None,web development,100.0,12.9,3.12,Software_Engineering
STU2394,3.26,102,CS201|CS210|CS220|CS310|CS320|CS410|CS420|CS430|ENG210|ENG220|ENG301|ENG310|MATH310,None,agile,90.7,13.7,3.25,Software_Engineering
STU2395,2.49,130,CS101|CS202|CS210|CS220|CS301|CS340|CS350|CS450|ENG102|ENG210|ENG220|ENG310|MATH101|MATH302,None,cloud,69.7,14.2,2.64,Cloud_Computing
STU2396,2.9,79,CS202|CS210|CS301|CS320|CS330|CS360|CS401|CS440|CS450|ENG320|MATH101|MATH201|MATH301|MATH320,CS310,ML,92.8,10.2,3.18,Data_Science
STU2397,2.76,115,CS101|CS102|CS210|CS220|CS301|CS401|CS410|ENG102|MATH201|MATH301|MATH302|MATH320,CS420,robotics,78.4,16.3,2.76,AI
STU2398,4.0,83,CS102|CS301|CS302|CS360|CS401|ENG101|ENG210|ENG301|ENG320|MATH101|MATH102|MATH201|MATH301|MATH302,None,neural networks,86.6,23.1,3.8,AI
STU2399,3.78,107,CS201|CS202|CS220|CS310|CS330|CS340|CS350|CS450|ENG102|ENG210|ENG310|MATH102|MATH202|MATH320,None,wireless,78.9,19.9,3.43,Networks
STU2400,3.09,94,CS340|CS360|CS401|CS440|CS450|ENG210|ENG310|ENG320|MATH101|MATH201|MATH202,None,penetration testing,92.3,16.2,3.02,Cybersecurity
STU2401,2.77,105,CS301|CS330|CS401|CS440|ENG301|MATH201|MATH202|MATH301|MATH302|MATH320,None,data analysis,99.0,12.5,2.5,Data_Science
STU2402,3.89,118,CS202|CS340|CS350|CS420|CS450|ENG210|ENG220|ENG310|ENG320|MATH102|MATH202,None,routing,91.3,20.2,4.0,Networks
STU2403,3.02,128,CS210|CS220|CS310|CS320|CS330|CS350|CS360|CS420|CS430|ENG210,None,agile,100.0,27.9,3.4,Software_Engineering
STU2404,4.0,60,CS101|CS340|CS350|CS420|CS450|ENG310|ENG320|MATH202|MATH320,None,IoT,75.2,19.8,4.0,Networks
STU2405,2.93,122,CS210|CS220|CS310|CS320|CS330|CS420|CS430|ENG102|ENG210|MATH102,ENG220,mobile apps,89.2,11.8,3.13,Software_Engineering
STU2406,3.12,67,CS101|CS102|CS202|CS340|CS350|CS360|CS450|ENG101|ENG102|ENG310|ENG320|MATH202|MATH302,None,penetration testing,85.1,22.8,3.01,Cybersecurity
STU2407,4.0,107,CS301|CS330|CS401|CS440|ENG220|ENG301|MATH102|MATH201|MATH301|MATH320,None,ML,82.8,19.4,4.0,Data_Science
STU2408,3.71,134,CS201|CS220|CS301|CS340|CS350|CS360|CS430|CS450|ENG102|ENG201|ENG220|ENG310|MATH102|MATH201|MATH202,None,forensics,87.5,20.0,3.69,Cybersecurity
STU2409,3.02,120,CS201|CS301|CS302|CS401|CS410|CS430|ENG201|ENG220|ENG320|MATH201|MATH301|MATH302|MATH320,ENG310,deep learning,96.8,15.7,2.99,AI
STU2410,3.5,130,CS102|CS302|CS320|CS330|CS340|CS401|CS420|CS440|ENG102|ENG320|MATH102|MATH201|MATH301|MATH320,None,visualization,85.4,15.6,3.65,Data_Science
STU2411,2.63,99,CS320|CS340|CS350|CS360|CS450|ENG220|ENG301|ENG310|ENG320|MATH202|MATH301,CS210,forensics,90.1,16.0,2.66,Cybersecurity
STU2412,3.97,80,CS301|CS302|CS330|CS350|CS360|CS401|CS410|CS420|CS440|ENG320|MATH301|MATH320,ENG201,business intelligence,95.9,15.6,3.91,Data_Science
STU2413,3.51,109,CS210|CS220|CS310|CS320|CS401|CS420|CS430|ENG102|ENG201|ENG210|ENG301,None,mobile apps,76.2,8.5,3.69,Software_Engineering
STU2414,2.84,107,CS101|CS330|CS340|CS350|CS360|CS401|CS410|CS420|CS450|ENG210|ENG220|ENG320|MATH101|MATH202,None,cryptography,93.2,14.8,2.72,Cybersecurity
STU2415,3.47,71,CS202|CS340|CS350|CS401|CS440|CS450|ENG101|ENG310|ENG320|MATH202,None,IoT,100.0,21.3,3.33,Networks
STU2416,2.81,99,CS301|CS302|CS401|CS410|CS430|ENG301|ENG310|MATH201|MATH301,None,machine learning,96.3,9.2,2.69,AI
STU2417,3.35,132,CS101|CS102|CS302|CS340|CS350|CS360|CS420|CS450|ENG210|ENG220|ENG301|ENG310|ENG320|MATH102|MATH202|MATH301,None,ethical hacking,81.2,24.4,3.19,Cybersecurity
STU2418,3.5,73,CS102|CS301|CS310|CS330|CS350|CS401|CS440|MATH201|MATH301|MATH320,None,business intelligence,78.5,22.6,3.22,Data_Science
STU2419,3.29,139,CS210|CS301|CS302|CS350|CS401|CS410|ENG210|ENG310|ENG320|MATH201|MATH301|MATH302|MATH320,None,neural networks,92.0,7.8,3.39,AI
STU2420,2.99,74,CS202|CS310|CS340|CS350|CS410|CS420|CS430|CS450|ENG210|ENG310|ENG320|MATH202,ENG101|MATH201,telecommunications,82.9,20.1,3.34,Networks
STU2421,2.92,136,CS202|CS301|CS302|CS310|CS330|CS360|CS401|CS440|ENG201|ENG210|ENG220|ENG310|MATH201|MATH301|MATH302|MATH320,None,data analysis,72.6,9.9,2.65,Data_Science
STU2422,3.32,122,CS202|CS350|CS440|CS450|ENG301|ENG310|ENG320|MATH101|MATH202,None,telecommunications,87.7,19.3,3.34,Networks
STU2423,2.99,91,CS102|CS210|CS220|CS320|CS420|CS430|ENG102|ENG210|MATH202|MATH301,CS202,agile,73.9,10.2,2.78,Software_Engineering
STU2424,2.28,87,CS201|CS210|CS220|CS310|CS320|CS350|CS360|CS420|CS430|CS450|MATH302,CS101|CS440|ENG320,web development,83.8,12.4,2.24,Software_Engineering
STU2425,3.63,76,CS202|CS302|CS340|CS350|CS401|CS410|CS440|CS450|ENG101|ENG102|ENG310|ENG320|MATH202|MATH301|MATH320,None,IoT,100.0,11.7,3.58,Networks
STU2426,3.71,71,CS201|CS210|CS301|CS302|CS350|CS401|CS410|ENG101|ENG220|MATH201|MATH301|MATH320,ENG320,machine learning,100.0,10.2,3.88,AI
STU2427,3.06,139,CS101|CS301|CS302|CS401|CS410|ENG101|ENG102|ENG320|MATH201|MATH301|MATH302|MATH320,None,neural networks,84.5,15.7,2.85,AI
STU2428,2.62,77,CS101|CS202|CS340|CS350|CS430|CS450|ENG301|ENG310|MATH102|MATH202,MATH302,networking,76.8,19.9,2.28,Networks
STU2429,3.21,100,CS320|CS330|CS401|CS440|CS450|ENG220|ENG310|MATH201|MATH301|MATH320,None,statistics,87.0,17.7,2.94,Data_Science
STU2430,3.13,119,CS301|CS302|CS350|CS401|CS410|ENG101|ENG102|MATH201|MATH301,None,neural networks,74.2,18.4,3.03,AI
STU2431,3.73,112,CS301|CS330|CS401|CS440|CS450|MATH102|MATH201|MATH301|MATH310|MATH320,None,big data,80.1,19.3,3.64,Data_Science
STU2432,2.68,86,CS101|CS210|CS220|CS320|CS350|CS420|CS430|ENG210|MATH101|MATH201,CS340,DevOps,85.9,13.9,2.61,Software_Engineering
STU2433,2.9,72,CS202|CS340|CS350|CS360|CS430|CS450|ENG220|ENG320|MATH202,CS301,penetration testing,100.0,12.0,2.64,Cybersecurity
STU2434,3.25,108,CS101|CS202|CS340|CS350|CS450|ENG301|ENG320|MATH101|MATH202,MATH320,networking,88.1,17.5,3.04,Networks
STU2435,3.23,88,CS210|CS220|CS301|CS310|CS320|CS340|CS401|CS420|CS430|ENG210,None,testing,90.8,19.3,3.44,Software_Engineering
STU2436,3.44,132,CS201|CS210|CS310|CS340|CS350|CS360|CS430|CS450|ENG310|ENG320|MATH101|MATH202|MATH320,None,forensics,80.4,20.2,3.29,Cybersecurity
STU2437,3.43,126,CS202|CS210|CS340|CS350|CS401|ENG101|ENG201|ENG310|ENG320|MATH202,CS101,IoT,86.2,8.5,3.57,Networks
STU2438,2.66,72,CS102|CS201|CS302|CS340|CS350|CS360|CS450|ENG201|ENG310|ENG320|MATH202|MATH320,MATH301,ethical hacking,95.2,8.4,2.54,Cybersecurity
STU2439,3.66,65,CS101|CS202|CS350|CS401|CS410|CS450|ENG301|ENG310|ENG320|MATH102|MATH202,None,IoT,82.4,19.6,3.43,Networks
STU2440,2.98,80,CS202|CS310|CS320|CS340|CS350|ENG101|ENG220|ENG310|ENG320|MATH202|MATH310,MATH201,networking,85.2,18.9,2.99,Networks
STU2441,2.92,82,CS220|CS302|CS320|CS350|CS360|CS410|CS430|CS450|ENG101|ENG310|ENG320|MATH202|MATH302,None,penetration testing,89.1,17.3,2.73,Cybersecurity
STU2442,3.16,93,CS201|CS301|CS310|CS330|CS360|CS440|ENG102|ENG210|ENG220|MATH102|MATH201|MATH301|MATH320,None,visualization,93.1,18.0,3.13,Data_Science
STU2443,2.78,89,CS202|CS210|CS220|CS301|CS330|CS401|CS430|CS440|ENG101|ENG102|ENG201|MATH101|MATH201|MATH301|MATH302,None,statistics,94.8,23.1,2.72,Data_Science
STU2444,3.7,99,CS102|CS301|CS330|CS340|CS401|CS440|ENG220|MATH201|MATH301|MATH320,None,data analysis,74.3,11.8,3.71,Data_Science
STU2445,2.53,62,CS301|CS340|CS350|CS420|CS440|CS450|ENG102|ENG210|ENG301|ENG310,None,microservices,68.4,17.2,2.15,Cloud_Computing
STU2446,3.29,105,CS301|CS330|CS350|CS401|CS440|CS450|ENG210|MATH201|MATH301|MATH320,None,statistics,84.0,16.0,3.2,Data_Science
STU2447,2.97,68,CS101|CS210|CS220|CS310|CS320|CS330|CS420|CS430|ENG102|ENG210|ENG310|MATH302|MATH310,None,web development,77.4,13.7,2.63,Software_Engineering
STU2448,2.55,91,CS101|CS310|CS340|CS350|CS360|CS420|CS450|ENG320|MATH202|MATH310,CS320|ENG201,firewalls,69.7,10.4,2.38,Cybersecurity
STU2449,3.8,72,CS101|CS202|CS210|CS310|CS340|CS350|CS420|CS430|CS440|CS450|ENG101|ENG210|ENG220|ENG310|ENG320|MATH102,None,containers,97.3,14.7,3.76,Cloud_Computing
STU2450,2.31,82,CS102|CS202|CS301|CS340|CS350|CS360|CS450|ENG102|ENG310|ENG320|MATH101|MATH202|MATH301,CS410|ENG101|MATH102,forensics,87.8,20.2,2.55,Cybersecurity
STU2451,3.61,117,CS210|CS302|CS340|CS350|CS420|CS450|ENG201|ENG210|MATH102|MATH202|MATH310,None,virtualization,91.9,13.3,3.57,Cloud_Computing
STU2452,3.52,83,CS202|CS210|CS220|CS320|CS340|CS350|CS401|CS420|CS450|ENG210|ENG220|ENG310|MATH320,None,Azure,89.9,16.3,3.87,Cloud_Computing
STU2453,3.04,119,CS202|CS210|CS302|CS340|CS420|CS430|CS450|ENG201|ENG210|ENG310|MATH302|MATH310,None,AWS,81.4,12.4,2.78,Cloud_Computing
STU2454,4.0,68,CS101|CS210|CS220|CS310|CS320|CS420|CS430|ENG210|ENG301|MATH201,None,DevOps,94.5,21.7,3.93,Software_Engineering
STU2455,3.87,128,CS210|CS220|CS310|CS320|CS350|CS401|CS430|ENG102|ENG210|MATH101|MATH310,None,agile,100.0,22.0,3.49,Software_Engineering
STU2456,3.62,128,CS201|CS202|CS210|CS310|CS320|CS420|CS430|CS440|ENG101|ENG210|MATH101|MATH201|MATH302|MATH320,None,software design,88.2,20.8,3.99,Software_Engineering
STU2457,3.22,91,CS202|CS210|CS220|CS302|CS310|CS320|CS350|CS420|CS450|ENG101|ENG210|ENG320|MATH201,None,software design,73.7,16.9,3.14,Software_Engineering
STU2458,2.86,100,CS210|CS220|CS310|CS320|CS330|CS410|CS420|CS430|CS450|ENG102|ENG210,CS302,web development,100.0,11.7,2.74,Software_Engineering
STU2459,3.28,92,CS202|CS220|CS310|CS340|CS350|CS410|CS420|CS450|ENG310|ENG320|MATH320,None,wireless,97.7,25.3,3.35,Networks
STU2460,2.8,126,CS101|CS210|CS320|CS340|CS410|CS420|CS430|CS450|ENG101|ENG201|ENG210|ENG310|MATH101|MATH201|MATH310,CS302|CS440,virtualization,84.4,15.0,2.62,Cloud_Computing
STU2461,3.54,64,CS301|CS330|CS420|CS440|ENG201|ENG310|MATH102|MATH201|MATH202|MATH301|MATH302|MATH310|MATH320,None,big data,95.4,22.6,3.07,Data_Science
STU2462,3.36,113,CS210|CS220|CS301|CS310|CS320|CS360|CS420|CS430|ENG210|ENG301|MATH102,None,software design,91.1,13.3,3.52,Software_Engineering
STU2463,3.02,117,CS101|CS220|CS310|CS320|CS340|CS420|CS430|ENG101|ENG102|ENG210|MATH101|MATH301|MATH310,None,mobile apps,99.6,22.4,3.45,Software_Engineering
STU2464,2.54,98,CS102|CS301|CS320|CS330|CS360|CS401|CS420|ENG220|MATH201|MATH301|MATH320,None,business intelligence,93.2,6.1,2.81,Data_Science
STU2465,3.15,104,CS301|CS320|CS330|CS401|CS410|CS430|MATH201|MATH301|MATH302,None,robotics,88.1,11.8,2.88,AI
STU2466,3.26,80,CS301|CS302|CS330|CS360|CS401|CS420|CS440|ENG101|ENG102|ENG220|MATH101|MATH201|MATH320,None,statistics,86.6,12.8,3.22,Data_Science
STU2467,3.52,76,CS210|CS220|CS310|CS320|CS420|CS430|CS450|ENG210|ENG220|MATH202|MATH301|MATH320,None,DevOps,81.5,19.7,3.48,Software_Engineering
STU2468,3.57,87,CS202|CS340|CS440|CS450|ENG101|ENG201|ENG210|ENG310|ENG320|MATH201|MATH202,None,wireless,100.0,24.2,3.32,Networks
STU2469,2.96,84,CS201|CS210|CS302|CS330|CS340|CS350|CS420|CS430|CS450|ENG301|ENG310|ENG320|MATH102|MATH302,None,microservices,83.5,14.4,3.05,Cloud_Computing
STU2470,3.24,63,CS101|CS201|CS210|CS220|CS340|CS350|CS360|CS420|CS450|ENG210|ENG310,None,microservices,86.1,8.2,3.06,Cloud_Computing
STU2471,3.46,69,CS210|CS302|CS330|CS340|CS350|CS360|CS420|CS450|ENG102|ENG210|ENG310|ENG320|MATH102|MATH310,None,forensics,71.4,24.4,3.43,Cybersecurity
STU2472,3.61,119,CS101|CS210|CS340|CS350|CS420|CS440|CS450|ENG102|ENG201|ENG210|ENG220|ENG301|ENG310|ENG320|MATH310|MATH320,None,virtualization,90.9,20.1,3.51,Cloud_Computing
STU2473,2.67,112,CS101|CS102|CS202|CS210|CS330|CS340|CS410|CS420|CS450|ENG210|ENG301|ENG310|MATH102|MATH202,MATH310|MATH320,containers,70.8,17.7,2.75,Cloud_Computing
